filename,writer_id,label,pixel_density
10_genuine_original_10_1.png,10,genuine,0.088409423828125
10_genuine_original_10_10.png,10,genuine,0.1110382080078125
10_genuine_original_10_11.png,10,genuine,0.0875701904296875
10_genuine_original_10_12.png,10,genuine,0.08685302734375
10_genuine_original_10_13.png,10,genuine,0.107818603515625
10_genuine_original_10_14.png,10,genuine,0.0974884033203125
10_genuine_original_10_15.png,10,genuine,0.0901947021484375
10_genuine_original_10_16.png,10,genuine,0.0821533203125
10_genuine_original_10_17.png,10,genuine,0.0849456787109375
10_genuine_original_10_18.png,10,genuine,0.0810394287109375
10_genuine_original_10_19.png,10,genuine,0.0816192626953125
10_genuine_original_10_2.png,10,genuine,0.0912322998046875
10_genuine_original_10_20.png,10,genuine,0.081329345703125
10_genuine_original_10_21.png,10,genuine,0.080963134765625
10_genuine_original_10_22.png,10,genuine,0.0756683349609375
10_genuine_original_10_23.png,10,genuine,0.0892181396484375
10_genuine_original_10_24.png,10,genuine,0.0811309814453125
10_genuine_original_10_3.png,10,genuine,0.0760955810546875
10_genuine_original_10_4.png,10,genuine,0.09130859375
10_genuine_original_10_5.png,10,genuine,0.0924530029296875
10_genuine_original_10_6.png,10,genuine,0.091339111328125
10_genuine_original_10_7.png,10,genuine,0.0919952392578125
10_genuine_original_10_8.png,10,genuine,0.087554931640625
10_genuine_original_10_9.png,10,genuine,0.0814361572265625
11_genuine_original_11_1.png,11,genuine,0.1115570068359375
11_genuine_original_11_10.png,11,genuine,0.097503662109375
11_genuine_original_11_11.png,11,genuine,0.1112060546875
11_genuine_original_11_12.png,11,genuine,0.08624267578125
11_genuine_original_11_13.png,11,genuine,0.1158599853515625
11_genuine_original_11_14.png,11,genuine,0.0837249755859375
11_genuine_original_11_15.png,11,genuine,0.0675506591796875
11_genuine_original_11_16.png,11,genuine,0.11004638671875
11_genuine_original_11_17.png,11,genuine,0.0563507080078125
11_genuine_original_11_18.png,11,genuine,0.0548248291015625
11_genuine_original_11_19.png,11,genuine,0.1095123291015625
11_genuine_original_11_2.png,11,genuine,0.101959228515625
11_genuine_original_11_20.png,11,genuine,0.0973358154296875
11_genuine_original_11_21.png,11,genuine,0.05609130859375
11_genuine_original_11_22.png,11,genuine,0.0688018798828125
11_genuine_original_11_23.png,11,genuine,0.0894317626953125
11_genuine_original_11_24.png,11,genuine,0.063934326171875
11_genuine_original_11_3.png,11,genuine,0.1114959716796875
11_genuine_original_11_4.png,11,genuine,0.122802734375
11_genuine_original_11_5.png,11,genuine,0.1123504638671875
11_genuine_original_11_6.png,11,genuine,0.073974609375
11_genuine_original_11_7.png,11,genuine,0.1318359375
11_genuine_original_11_8.png,11,genuine,0.10552978515625
11_genuine_original_11_9.png,11,genuine,0.0995025634765625
12_genuine_original_12_1.png,12,genuine,0.09722900390625
12_genuine_original_12_10.png,12,genuine,0.0831298828125
12_genuine_original_12_11.png,12,genuine,0.0825653076171875
12_genuine_original_12_12.png,12,genuine,0.07818603515625
12_genuine_original_12_13.png,12,genuine,0.107391357421875
12_genuine_original_12_14.png,12,genuine,0.0870513916015625
12_genuine_original_12_15.png,12,genuine,0.0858001708984375
12_genuine_original_12_16.png,12,genuine,0.076202392578125
12_genuine_original_12_17.png,12,genuine,0.0774993896484375
12_genuine_original_12_18.png,12,genuine,0.0842437744140625
12_genuine_original_12_19.png,12,genuine,0.0768585205078125
12_genuine_original_12_2.png,12,genuine,0.0908203125
12_genuine_original_12_20.png,12,genuine,0.0757904052734375
12_genuine_original_12_21.png,12,genuine,0.0888671875
12_genuine_original_12_22.png,12,genuine,0.0789947509765625
12_genuine_original_12_23.png,12,genuine,0.0786590576171875
12_genuine_original_12_24.png,12,genuine,0.0724029541015625
12_genuine_original_12_3.png,12,genuine,0.07598876953125
12_genuine_original_12_4.png,12,genuine,0.078338623046875
12_genuine_original_12_5.png,12,genuine,0.083526611328125
12_genuine_original_12_6.png,12,genuine,0.0825347900390625
12_genuine_original_12_7.png,12,genuine,0.0872650146484375
12_genuine_original_12_8.png,12,genuine,0.084808349609375
12_genuine_original_12_9.png,12,genuine,0.0714111328125
13_genuine_original_13_1.png,13,genuine,0.0767974853515625
13_genuine_original_13_10.png,13,genuine,0.1097564697265625
13_genuine_original_13_11.png,13,genuine,0.0875091552734375
13_genuine_original_13_12.png,13,genuine,0.0799560546875
13_genuine_original_13_13.png,13,genuine,0.1043243408203125
13_genuine_original_13_14.png,13,genuine,0.1072845458984375
13_genuine_original_13_15.png,13,genuine,0.107330322265625
13_genuine_original_13_16.png,13,genuine,0.080322265625
13_genuine_original_13_17.png,13,genuine,0.0688934326171875
13_genuine_original_13_18.png,13,genuine,0.1008148193359375
13_genuine_original_13_19.png,13,genuine,0.098480224609375
13_genuine_original_13_2.png,13,genuine,0.1000518798828125
13_genuine_original_13_20.png,13,genuine,0.094451904296875
13_genuine_original_13_21.png,13,genuine,0.103271484375
13_genuine_original_13_22.png,13,genuine,0.1156768798828125
13_genuine_original_13_23.png,13,genuine,0.0879364013671875
13_genuine_original_13_24.png,13,genuine,0.0739593505859375
13_genuine_original_13_3.png,13,genuine,0.09478759765625
13_genuine_original_13_4.png,13,genuine,0.076690673828125
13_genuine_original_13_5.png,13,genuine,0.1148529052734375
13_genuine_original_13_6.png,13,genuine,0.0605621337890625
13_genuine_original_13_7.png,13,genuine,0.1029510498046875
13_genuine_original_13_8.png,13,genuine,0.12738037109375
